State,pctBlack,pctAsian,pctHisp,pctUrban,pctWfarm,pctPubAsst,blackPerCap,NAperCap,asianPerCap,otherPerCap,pctEmployMfg,numForeignBorn,pctFgnImmig-3,houseVacant,pctVacantBoarded,pctHousWOphone,pctHousWOplumb,ownHousQrange,persEmergShelt,persHomeless,landArea,pctUsePubTrans,pctOfficDrugUnit,murdPerPop,rapesPerPop,assaultPerPop,larcPerPop,autoTheftPerPop,arsonsPerPop,pop,violentPerPop
CA,1.26,3.07,21.1625,0.0,1.64,10.34,8174.0,12921.0,9945.0,8487.0,11.76,4230.0,13.24,620.0,1.94,4.04,0.36,62900,57.0,2.5,9.5,0.6,0.0,4.65,67.42,427.78,2371.38,692.81,96.35750000000002,39802,574.24
NJ,11.07,6.3425,5.81,100.0,0.56,3.06,16857.0,15970.0,21284.0,12197.0,19.2,4686.0,15.39,631.0,1.11,0.62,0.12,92200,8.0,0.0,12.5,7.93125,0.0,0.0,21.47,138.05,2294.69,536.86,24.54,31287,288.37
OH,17.38,0.51,0.65,100.0,0.31,14.47,8112.0,5418.0,15847.0,3530.0,23.26,765.0,15.42,2315.0,7.5600000000000005,8.94,0.58,27300,2.0,2.5,20.2,1.06,0.0,8.49,83.45,1111.77,5725.76,646.41,8.49,70487,1497.92
TX,25.51,0.92,9.09,0.0,1.66,8.44,5493.0,5342.0,7163.0,6145.0,17.17,970.0,21.55,1054.0,2.94,12.35,0.49,40800,5.0,0.0,21.6,0.19,0.0,0.0,110.94625,398.51,5257.75,252.82,89.99,22911,681.32
IN,0.54,0.41,1.15,0.0,0.83,6.23,417.0,6578.0,3135.0,4865.0,38.902499999999996,133.0,0.0,244.0,0.82,11.0,0.38,24700,14.0,0.0,5.5,0.35,0.0,0.0,16.18,169.92,1537.34,194.19,8.09,12127,194.19
OH,3.49,1.17,0.63,0.0,0.45,7.74,8449.0,13846.0,9267.0,4923.0,25.26,496.0,29.44,416.0,2.4,4.35,0.38,44200,0.0,0.0,12.2,0.91,0.0,0.0,35.33,119.24,3170.82,128.07,30.91,22191,185.48
CA,13.99,6.3425,21.1625,100.0,0.61,10.68,11257.0,12901.0,13875.0,6354.0,18.43,8136.875,20.75,2746.625,2.93,4.11,0.98,122700,57.5,2.5,52.75,7.93125,0.0,21.525,51.15,1127.55875,3435.8,1294.1399999999999,96.35750000000002,3485398,2414.77
NJ,0.57,5.85,21.1625,100.0,0.8,3.81,19673.0,10000.0,11982.0,12387.0,25.84,5599.0,17.72,262.0,4.96,5.41,1.145,73400,0.0,0.0,1.3,7.93125,0.0,0.0,37.76,294.56,2084.59,1294.1399999999999,7.55,13425,581.57
MA,0.34,0.43,0.59,65.76,1.58,7.85,0.0,5467.0,16347.0,10617.0,20.59,830.0,3.37,219.0,7.5600000000000005,0.44,0.15,58300,0.0,0.0,23.9,0.39,0.0,0.0,0.0,98.5,1422.06,350.9,96.35750000000002,15411,197.0
WI,0.53,0.84,0.52,100.0,0.2,12.76,8655.0,7206.0,2089.0,3583.0,10.52,453.0,8.61,683.0,7.5600000000000005,3.59,0.47,25000,13.0,0.0,38.3,1.77,0.0,3.6,61.22,154.85,5052.58,360.13,96.35750000000002,27134,273.7
OH,2.27,0.62,0.64,69.9,1.95,2.79,15266.0,17951.0,10909.0,20230.25,16.62,336.0,6.85,198.0,1.52,2.34,0.33,30000,0.0,0.0,46.7,1.0,0.0,0.0,23.62,207.85,1521.09,99.2,42.51,18749,240.92
CA,23.47,6.3425,17.45,100.0,0.29,7.86,10092.0,10269.0,8754.0,7251.0,6.04,6949.0,23.83,597.0,2.18,2.85,0.64,69400,21.0,2.0,9.1,3.56,0.0,18.55,27.82,664.67,2609.21,262.78,64.92,38901,1085.11
TX,1.79,1.13,5.67,99.89,0.92,2.04,17851.0,19152.0,16289.0,14910.0,15.62,773.0,17.98,938.0,1.49,3.3,0.49,51800,0.0,0.0,32.4,0.28,0.0,0.0,42.82,208.73,2076.59,184.65,37.46,29202,291.69
MO,9.93,4.12,1.31,100.0,1.76,4.87,6933.0,11495.0,7637.0,7127.0,6.25,4162.0,34.455000000000005,1710.0,2.92,3.85,0.16,47400,57.0,2.5,45.9,1.29,0.0,1.34,40.15,401.52,4727.17,222.17,40.15,69101,587.55
OR,0.16,0.79,2.11,0.0,0.78,10.26,6609.0,6820.0,11823.0,9524.0,27.87,274.0,4.01,222.0,1.35,6.39,0.0,21300,0.0,2.0,5.0,0.25,0.0,0.0,8.34,625.47,7789.18,316.9,0.0,10950,650.49
PA,17.71,1.09,7.57,100.0,0.21,6.29,9937.0,9220.0,16335.0,5731.0,11.92,525.0,15.81,347.0,5.76,2.68,0.39,64100,6.0,0.0,1.9,2.39,0.0,0.0,21.17,291.04,3455.39,291.04,31.75,18041,465.66
NJ,12.49,6.3425,4.64,100.0,0.15,2.13,13072.0,22807.0,17274.0,9779.0,12.04,1448.0,13.26,651.0,0.77,0.51,0.26,73200,51.0,1.0,6.1,2.34,0.0,0.0,0.0,122.29,4532.25,313.36,0.0,13800,221.64
WV,1.7,0.3,0.29,100.0,0.43,9.42,8976.0,5115.0,15083.0,0.0,19.48,272.0,12.13,1878.0,3.41,9.3,0.32,29100,4.0,1.0,11.6,0.9,0.0,9.03,36.13,117.43,2469.14,198.74,96.35750000000002,33862,216.8
WA,1.93,2.08,2.08,100.0,0.72,10.99,8439.0,5783.0,7316.0,8069.0,10.77,6997.0,14.09,2746.625,5.54,4.96,0.8,31900,57.5,2.5,52.75,4.41,0.0,6.63,57.16,550.63,5595.64,372.53,37.76,177196,795.08
CO,0.31,1.09,11.62,0.0,1.27,4.26,1100.0,4094.0,10119.0,8752.0,4.16,211.0,34.455000000000005,321.0,0.93,5.61,0.69,35300,57.5,1.0,4.9,1.38,0.0,7.09,70.93,219.89,6554.12,248.26,0.0,12430,361.75
WA,0.29,1.95,2.55,0.0,0.1,11.64,1325.0,6024.0,10750.0,8985.0,24.97,669.0,7.03,618.0,5.02,7.9,0.44,28700,21.0,0.0,11.0,3.12,0.0,5.84,110.94625,239.36,7204.16,245.2,96.35750000000002,16565,525.42
SC,26.130000000000003,1.16,1.58,100.0,0.43,12.39,6334.0,5321.0,10785.0,8125.0,19.14,774.0,20.93,913.0,2.74,9.27,1.11,47700,31.0,2.5,23.6,0.62,0.0,11.66,51.31,981.86,3778.16,396.47,4.66,41943,1462.29
RI,0.1,0.13,0.44,1.86,0.81,3.99,7330.0,14106.0,14354.0,11390.0,23.2,335.0,0.0,438.0,1.6,0.66,0.78,54100,0.0,0.0,52.75,0.43,0.0,0.0,5.97,83.64,716.89,53.77,5.97,16230,89.61
NH,0.93,0.82,1.37,0.0,0.54,3.1,24465.0,15400.0,17076.0,11278.0,25.85,1052.0,3.61,1102.0,4.17,2.19,0.8,47100,0.0,0.0,37.1,0.54,0.0,0.0,110.94625,70.2,2012.44,340.98,96.35750000000002,29603,227.32
FL,26.130000000000003,0.5,6.09,100.0,0.9,6.41,7066.0,14581.0,6469.0,3018.0,7.47,1783.0,11.61,1905.0,4.41,8.39,0.53,56700,15.0,1.0,5.3,2.28,0.0,21.525,110.94625,1127.55875,7895.694999999999,1294.1399999999999,49.46,13024,2649.8
OH,0.47,0.32,0.48,0.0,0.58,7.59,9222.0,27285.875,30357.75,6550.0,34.13,158.0,13.29,291.0,3.09,6.51,0.47,26000,0.0,0.0,4.8,0.1,0.0,0.0,0.0,46.52,690.08,77.54,7.75,12233,46.52
WI,0.15,1.74,1.18,100.0,0.92,2.13,6536.0,17182.0,18579.0,20230.25,22.59,450.0,4.22,170.0,0.0,0.0,0.0,42800,0.0,0.0,5.8,3.03,0.0,6.78,6.78,27.13,4382.04,244.2,0.0,15128,74.62
NJ,5.11,2.09,21.1625,100.0,0.44,13.18,10870.0,15755.0,13355.0,9197.0,29.24,8136.875,14.61,1980.0,2.37,11.73,1.145,81500,57.5,2.5,1.3,7.93125,0.0,1.77,40.64,321.55,2068.9,950.53,12.37,58012,871.02
CA,3.23,6.3425,5.77,100.0,0.98,2.07,24563.0,27285.875,21756.0,20230.25,13.11,6342.0,18.83,537.0,0.19,0.0,0.34,122700,0.0,0.0,3.9,3.93,0.0,3.38,3.38,121.54,1775.83,216.07,20.26,28176,185.69
NJ,26.130000000000003,3.96,19.33,100.0,0.72,10.16,9591.0,12237.0,9675.0,7729.0,15.94,6989.0,24.7,845.0,7.46,8.98,1.145,61400,57.5,2.5,5.4,7.93125,0.0,12.05,43.39,696.72,4722.76,812.44,45.81,41711,1501.93
LA,24.96,0.77,1.41,100.0,0.58,12.93,4412.0,3739.0,7951.0,3798.0,6.09,240.0,0.0,818.0,6.72,8.66,0.64,37300,57.5,0.0,14.0,0.18,0.0,15.87,44.43,1127.55875,2716.86,311.04,12.7,30495,1450.47
CA,26.130000000000003,6.3425,21.1625,100.0,0.43,16.44,10211.0,9729.0,10094.0,6885.0,19.8,7038.0,20.69,398.0,7.5600000000000005,4.77,0.49,61000,57.0,2.5,2.6,7.93125,0.0,15.4,42.35,1127.55875,1493.74,1131.86,96.35750000000002,23451,2344.56
TN,1.59,1.3,0.5,100.0,1.65,1.63,23433.0,0.0,20798.0,0.0,13.89,487.0,23.0,238.0,0.42,0.0,0.0,101600,0.0,0.0,30.1,0.45,0.0,4.63,37.07,13.9,1839.84,101.96,0.0,16392,64.88
TX,5.13,2.32,11.74,99.49,1.01,1.82,14520.0,19782.0,13588.0,9323.0,21.92,1763.0,8.11,795.0,2.14,3.13,0.58,35500,0.0,2.0,52.75,1.2,0.0,0.0,23.81,68.79,2338.75,243.4,0.0,30159,129.64
LA,26.130000000000003,1.97,2.28,0.0,0.57,14.23,4952.0,9956.0,4702.0,20230.25,14.46,764.0,10.08,1283.0,5.14,10.32,1.01,36100,2.0,0.0,10.5,0.29,0.0,5.91,47.24,147.63,4121.88,253.93,31.923785522788204,31828,345.46
PA,0.36,0.41,0.52,100.0,1.93,4.84,20783.0,27285.875,16641.0,585.0,22.33,359.0,2.23,111.0,1.8,0.78,0.0,53300,0.0,0.0,5.9,1.82,0.0,0.0,32.6,195.61,1421.4,208.65,39.12,15080,267.33
NJ,0.23,0.4,0.97,100.0,0.39,8.84,4267.0,27285.875,9198.0,16000.0,23.5,235.0,3.4,333.0,7.5600000000000005,5.46,0.73,39600,26.0,0.0,2.3,3.17,0.0,0.0,40.23,64.37,2003.54,313.81,0.0,12649,160.93
PA,0.22,0.7,0.45,100.0,0.21,2.63,22291.0,10500.0,14612.0,11771.0,14.45,818.0,14.18,221.0,1.81,0.4,0.22,31600,0.0,0.0,11.5,6.1,0.0,0.0,3.22,64.4,943.46,141.68,3.22,30533,80.5
MO,0.14,0.29,0.91,100.0,0.84,2.87,6000.0,8977.0,19400.0,7032.0,19.36,107.0,6.54,322.0,0.31,2.57,0.34,21700,0.0,0.0,11.7,0.79,0.0,4.94,9.87,335.69,2473.22,153.03,19.75,18828,399.86
OH,0.44,0.17,0.22,47.15,1.48,4.92,14904.0,2166.0,0.0,15000.0,30.99,27.0,0.0,130.0,2.31,3.41,0.57,26700,0.0,0.0,35.7,0.78,0.0,0.0,7.67,53.66,1065.62,122.66,7.67,12697,69.0
PA,26.130000000000003,0.39,3.77,100.0,0.4,17.75125,7974.0,6542.0,9257.0,4175.0,17.85,852.0,7.16,1975.0,7.5600000000000005,8.36,0.72,23800,57.5,1.0,5.0,7.93125,0.0,21.525,110.94625,1127.55875,3779.22,1294.1399999999999,96.35750000000002,41856,4877.06
TN,21.14,0.22,0.48,0.0,1.97,9.65,5446.0,0.0,2912.0,20230.25,34.12,31.0,0.0,304.0,1.64,9.99,0.46,35400,0.0,0.0,9.1,0.0,0.0,9.1,63.69,737.03,6424.02,282.07,63.69,10513,919.02
FL,25.05,1.35,15.0,100.0,0.42,9.46,6841.0,10172.0,10037.0,8192.0,9.91,8136.875,8.89,2746.625,5.31,10.12,0.71,43800,57.5,2.5,52.75,3.3,0.0,14.83,85.21,1127.55875,6393.64,1294.1399999999999,73.82,280015,3235.45
TX,26.130000000000003,2.18,20.88,100.0,0.86,5.77,8444.0,10048.0,12628.0,6433.0,14.1,8136.875,15.56,2746.625,7.5600000000000005,8.02,0.57,86600,57.5,2.5,52.75,6.68,0.0,21.525,95.96,905.78,5199.46,1294.1399999999999,96.35750000000002,1006877,1744.19
AR,4.72,0.46,1.1,0.0,1.88,7.4,22136.0,4557.0,10478.0,1105.0,15.65,172.0,34.455000000000005,332.0,2.11,7.9,0.34,30400,0.0,0.0,14.1,0.49,0.0,0.0,32.78,21.86,3169.05,234.95,0.0,15180,76.49
WA,0.79,2.78,2.41,100.0,0.56,6.3,6082.0,12067.0,12411.0,5894.0,12.22,3716.0,15.53,925.0,2.38,2.66,0.33,62400,57.5,2.5,22.8,3.14,0.0,3.44,77.51,182.57,5475.46,449.54,53.39,52179,339.31
AZ,0.52,0.72,6.5,0.0,0.49,5.39,9302.0,11326.0,9319.0,7992.0,3.15,881.0,12.71,2746.625,0.35,15.04,0.31,64200,8.0,0.0,44.6,1.02,0.0,3.56,32.0,657.68,4607.34,657.68,67.55,21951,807.0
CA,10.38,6.3425,19.76,100.0,0.84,4.22,21042.0,14565.0,19631.0,11713.0,13.71,8136.875,12.51,777.0,3.99,0.59,0.44,122700,57.5,0.0,5.3,4.33,0.0,10.13,17.73,131.7,3672.47,1187.85,2.53,38793,932.05
OR,0.24,1.28,6.14,0.0,0.81,5.79,9739.0,14113.0,11047.0,6062.0,25.9,591.0,13.71,131.0,1.53,4.78,0.47,23600,18.0,0.0,4.3,0.68,0.0,0.0,33.58,181.32,3539.05,188.03,40.29,13086,235.04
PA,9.71,1.42,18.48,100.0,0.23,11.99,8460.0,17292.0,6953.0,4718.0,29.52,3362.0,17.85,2746.625,7.5600000000000005,6.52,0.75,25400,57.5,0.0,10.1,7.29,0.0,7.66,53.59,426.16,4289.63,746.41,66.35,78380,1195.53
LA,26.130000000000003,1.61,1.31,0.0,1.82,7.7,5156.0,4138.0,8163.0,9927.0,10.0,644.0,27.48,736.0,4.21,8.41,0.48,43900,0.0,0.0,17.9,0.28,0.0,0.0,4.94,1101.34,7501.98,158.04,19.76,20027,1293.95
CA,26.130000000000003,6.3425,14.52,100.0,0.48,15.69,11156.0,11167.0,13797.0,9976.0,11.16,8136.875,14.69,1783.0,7.5600000000000005,3.37,0.66,92800,57.5,2.5,30.8,7.93125,0.0,21.525,92.77,1127.55875,4283.48,1294.1399999999999,96.35750000000002,87425,3239.2
MA,1.02,1.31,5.18,95.02,0.54,6.21,12837.0,17918.0,12791.0,6282.0,26.17,2901.0,6.93,794.0,2.02,1.9,0.1,52800,0.0,0.0,23.2,1.8,0.0,4.86,48.56,206.38,2435.23,1294.1399999999999,19.42,39990,364.19
MO,4.06,0.52,0.96,100.0,0.63,3.13,12346.0,22135.0,15347.0,16958.0,23.61,698.0,12.18,620.0,0.16,0.28,0.27,14600,0.0,0.0,10.6,1.02,0.0,0.0,11.57,96.44,2034.87,208.31,21.22,51206,179.38
ND,0.1,0.21,0.72,100.0,1.74,3.85,700.0,8964.0,888.0,10044.0,11.37,100.0,0.0,144.0,1.39,1.94,0.15,24600,0.0,0.0,7.3,0.05,0.0,0.0,28.91,14.46,2486.45,209.61,43.37,12287,43.37
AZ,1.07,0.47,21.1625,0.0,1.52,17.75125,1443.0,1657.0,16243.0,4710.0,12.71,4425.0,16.07,316.0,4.11,13.44,1.03,31800,0.0,0.0,4.9,0.17,0.0,0.0,0.0,126.54,4759.23,991.21,0.0,12822,161.69
OH,1.04,0.38,0.45,100.0,0.34,4.19,19793.0,22310.0,20233.0,0.0,25.2,183.0,14.21,113.0,6.19,1.12,0.33,33000,0.0,0.0,20.8,0.27,0.0,0.0,0.0,126.74,2036.33,84.5,33.8,11475,168.99
TX,0.16,0.15,21.1625,100.0,1.91,16.45,11243.0,27285.875,480.0,4549.0,9.34,6280.0,12.52,2343.0,2.6,11.46,1.145,33600,0.0,0.0,14.4,0.42,0.0,0.0,5.11,143.0,3988.76,515.83,40.86,28653,178.75
NJ,13.09,1.09,1.5,0.0,1.04,5.91,8240.0,18105.0,17324.0,5722.0,6.0,439.0,9.11,1624.0,3.2,3.06,0.69,63200,27.0,0.0,52.75,1.23,0.0,0.0,66.14,145.5,2830.69,99.21,26.46,14771,231.48
NJ,5.97,2.63,1.65,93.19,0.54,1.47,21232.0,25762.0,30357.75,8459.0,14.33,1439.0,9.1,769.0,0.91,0.3,0.19,74800,0.0,0.0,22.6,3.5,0.0,0.0,12.91,58.09,1236.12,261.43,6.45,30270,103.28
CO,0.67,1.0,20.36,99.71,1.67,7.57,7642.0,5856.0,7764.0,6256.0,14.58,2852.0,20.02,1344.0,1.79,5.96,0.24,35300,57.5,0.0,29.4,0.67,0.0,4.56,30.4,130.73,5095.31,259.93,62.32,60536,203.69
CA,1.33,6.3425,20.05,100.0,0.71,4.31,17796.0,12403.0,14690.0,8317.0,19.19,8136.875,21.97,2144.0,0.7,1.62,0.5,102600,57.5,2.5,16.1,3.03,0.0,5.05,30.33,227.45,4971.59,985.63,26.28,96357,448.84
CA,3.0,6.3425,12.5,100.0,0.9,2.3,11200.0,21284.0,20012.0,14579.0,16.72,1422.0,8.58,166.0,3.01,0.8,0.37,122700,23.0,0.0,4.2,0.15,0.0,0.0,24.85,182.22,2310.94,836.58,96.35750000000002,11676,356.17
NJ,18.69,3.42,3.27,100.0,0.45,2.1,23417.0,6689.0,28922.0,8649.0,7.81,1956.0,10.17,310.0,0.32,0.87,0.56,122700,0.0,0.0,3.0,7.93125,0.0,0.0,12.01,168.09,2989.55,1294.1399999999999,0.0,16390,672.35
CA,0.56,1.06,8.95,0.0,0.66,17.75125,3440.0,8018.0,7699.0,5381.0,21.15,642.0,16.36,250.0,0.4,4.53,0.4,24700,31.0,2.5,7.5,0.0,0.0,0.0,44.94,816.42,5759.87,561.76,67.41,12363,981.2
IN,0.44,0.41,0.4,0.0,1.91,3.1,16762.0,8998.0,10000.0,0.0,13.53,83.0,26.51,143.0,0.0,3.7,0.63,35500,0.0,0.0,3.9,0.11,0.0,0.0,44.38,133.15,2079.63,145.83,12.68,10433,190.21
VA,21.63,1.08,2.43,100.0,0.48,5.7,9103.0,10031.0,6877.0,6980.0,7.18,550.0,28.36,613.0,3.43,8.78,0.42,79500,13.0,2.5,10.9,2.15,0.0,4.47,40.21,281.46,2819.1,142.97,53.61,19027,446.77
TX,0.67,1.71,2.26,100.0,1.9,1.53,26301.125,27285.875,30357.75,2897.0,14.28,435.0,22.76,215.0,0.47,0.2,0.0,122700,0.0,0.0,13.6,0.27,0.0,0.0,5.29,21.17,1211.77,42.33,5.29,12724,31.75
CA,17.58,6.3425,21.1625,100.0,0.61,12.03,10521.0,10818.0,13750.0,9111.0,14.11,8136.875,19.11,1066.0,6.85,3.61,0.57,59100,57.5,2.5,11.3,4.53,0.0,3.82,34.42,449.36,2587.15,502.9,34.42,47564,868.12
CA,0.93,6.25,7.71,100.0,0.49,1.79,19738.0,18175.0,18151.0,15757.0,18.78,8136.875,12.71,1219.0,0.08,0.22,0.28,111800,0.0,0.0,18.1,0.62,0.0,3.56,15.43,168.58,1827.05,261.18,41.55,72820,225.56
CA,13.68,6.3425,21.1625,100.0,0.52,11.35,10518.0,12658.0,9544.0,6860.0,20.42,8136.875,19.87,2746.625,3.39,4.28,0.73,122700,57.5,2.5,51.8,6.3,0.0,21.525,45.87,704.76,3235.53,1294.1399999999999,55.73,429433,1631.98
NC,26.130000000000003,0.23,0.47,0.0,0.47,12.54,6541.0,0.0,13329.0,5202.0,35.81,167.0,13.17,393.0,4.07,9.54,0.49,39500,17.0,0.0,9.1,0.0,0.0,18.67,74.69,890.02,5831.83,255.18,43.57,14669,1419.06
CA,2.76,6.3425,21.1625,100.0,0.85,6.57,19120.0,18008.0,15532.0,8557.0,25.74,8136.875,17.82,2618.0,0.23,2.36,0.3,88300,56.0,2.5,29.5,0.73,0.0,1.07,29.99,234.56,3319.23,1294.1399999999999,24.63,76095,519.47
MA,0.86,1.02,1.15,100.0,0.59,6.8,14015.0,24024.0,12859.0,6216.0,18.86,1896.0,7.33,856.0,1.52,1.13,0.22,69300,43.0,0.0,16.0,5.14,0.0,0.0,10.27,41.06,1511.57,272.03,10.27,38195,87.26
FL,3.48,2.12,7.12,100.0,0.34,2.15,11989.0,26800.0,16487.0,10683.0,9.84,8136.875,14.22,2746.625,0.47,1.05,0.22,79800,0.0,1.0,24.3,0.78,0.0,1.06,19.14,229.72,3165.08,274.39,4.25,79443,294.6
CT,1.26,0.51,0.89,79.22,1.43,3.17,25248.0,13765.0,26565.0,0.0,18.46,392.0,2.04,129.0,1.55,0.31,0.48,66700,0.0,0.0,25.8,0.24,0.0,0.0,7.6,38.0,1314.69,121.59,0.0,12996,53.2
CA,4.08,6.3425,18.61,100.0,0.65,4.56,12957.0,14707.0,15914.0,12257.0,9.14,8136.875,12.97,538.0,1.86,0.85,0.4,107800,5.0,0.0,6.7,6.3,0.0,0.0,19.63,127.59,3454.62,534.88,24.54,38961,282.16
GA,26.130000000000003,0.87,1.13,0.0,0.71,12.64,5735.0,7818.0,18356.0,4444.0,16.99,720.0,25.28,1465.0,2.32,10.61,0.79,48100,1.0,0.0,27.4,0.04,0.0,17.5,37.19,544.7,4348.87,350.01,6.56,39806,958.15
OK,15.98,2.36,4.95,98.74,1.23,6.57,7949.0,9070.0,10828.0,6340.0,12.02,8136.875,15.05,2746.625,7.5600000000000005,7.67,0.7,43400,57.5,2.5,52.75,0.89,0.0,17.16,110.46,892.47,6287.86,1188.04,90.08,444719,1389.87
TX,4.68,3.03,21.1625,0.0,1.6,5.47,7261.0,500.0,11843.0,5175.0,21.14,779.0,24.01,536.0,7.5600000000000005,12.53,1.0,33300,0.0,0.0,6.6,0.24,0.0,0.0,25.49,1127.55875,3713.46,237.93,50.99,10886,1240.65
TX,0.89,0.32,21.1625,0.0,2.0700000000000003,15.26,4721.0,6209.0,30357.75,5664.0,4.99,650.0,4.0,827.0,7.5600000000000005,12.13,1.145,31600,0.0,0.0,12.1,0.24,0.0,0.0,38.55,587.92,4631.1,197.58,96.35750000000002,19788,674.67
CO,0.18,0.23,10.62,0.0,2.0700000000000003,7.1,18912.0,9233.0,4133.0,4017.0,7.83,312.0,14.1,474.0,4.01,7.92,0.48,28100,0.0,0.0,5.6,0.4,0.0,0.0,18.94,132.6,3542.34,132.6,18.94,10362,161.02
CA,6.85,3.44,8.26,100.0,1.19,4.04,10450.0,11328.0,12798.0,11206.0,8.47,2368.0,20.02,1818.0,0.17,0.42,0.07,122700,0.0,0.0,8.0,6.26,0.0,13.67,13.67,218.78,2515.95,660.89,41.02,26540,332.73
WA,7.13,5.28,4.85,99.52,0.2,11.14,8327.0,6839.0,7953.0,7510.0,18.77,1772.0,11.79,975.0,4.1,6.52,0.45,31800,30.0,2.5,20.6,7.79,0.0,0.0,99.97,374.29,3656.86,318.49,13.95,38142,620.71
SD,1.27,0.99,2.23,100.0,1.83,6.79,10045.0,5269.0,8910.0,7474.0,11.89,1155.0,21.04,1378.0,1.09,4.9,0.24,30500,57.5,2.5,36.6,0.46,0.0,1.72,77.26,321.04,4999.31,243.79,31.923785522788204,54523,442.93
CA,4.17,6.3425,12.16,100.0,0.86,3.2,18848.0,27285.875,15184.0,12119.0,21.68,4251.0,15.08,120.0,0.0,0.85,0.12,104900,0.0,1.0,1.9,0.67,0.0,6.22,12.43,254.85,2349.58,795.62,74.59,15392,372.95
CA,0.24,3.11,21.1625,0.0,1.42,17.75125,3973.0,8386.0,10103.0,5723.0,8.25,2966.0,16.62,103.0,2.91,6.86,1.07,33100,0.0,0.0,2.8,0.0,0.0,0.0,22.02,491.89,3002.72,535.94,7.34,12743,587.33
FL,5.38,1.96,8.65,100.0,0.42,1.72,10521.0,0.0,6974.0,11488.0,8.67,1228.0,17.67,444.0,0.0,1.14,0.15,77500,0.0,0.0,5.1,0.84,0.0,12.05,0.0,54.2,2553.6,517.95,0.0,16444,210.79
OR,0.19,0.75,2.37,0.0,0.94,5.1,1589.0,10954.0,9620.0,12017.0,16.82,545.0,6.97,478.0,1.46,5.47,0.5,38900,57.5,2.5,13.9,0.4,0.0,0.0,41.02,352.79,7650.65,332.28,32.82,20469,500.47
NJ,1.72,3.05,1.92,90.8,0.54,1.51,17546.0,20100.0,24908.0,7926.0,14.99,1259.0,10.88,313.0,0.64,0.93,0.23,122700,0.0,0.0,24.9,5.87,0.0,0.0,0.0,75.72,919.47,48.68,0.0,17199,75.72
ID,0.86,1.27,4.53,100.0,1.08,5.4,9421.0,6017.0,7772.0,7252.0,12.41,867.0,21.11,1585.0,3.47,4.35,0.39,30300,19.0,0.0,28.6,3.05,0.0,1.96,66.73,243.39,3218.97,176.65,19.63,46080,345.45
CA,4.35,1.06,5.69,0.0,0.1,17.75125,7842.0,7370.0,9129.0,7763.0,3.79,373.0,1.61,2136.0,1.31,10.41,0.49,43600,6.0,2.5,10.7,0.57,0.0,7.63,83.97,1127.55875,4564.89,580.15,96.35750000000002,11804,1687.02
MS,26.130000000000003,0.92,1.55,100.0,0.46,9.1,6423.0,18283.0,6592.0,5316.0,11.03,846.0,9.34,2439.0,3.24,8.48,0.29,37900,57.5,1.0,23.4,0.2,0.0,6.03,43.69,215.45,3204.66,248.6,31.64,40775,394.74
OH,7.73,0.16,9.5,0.0,1.32,9.69,8166.0,16970.0,2673.0,7664.0,35.32,229.0,5.24,351.0,1.99,7.68,0.37,23000,8.0,0.0,6.4,0.53,0.0,0.0,27.45,225.13,4134.64,236.11,38.44,17648,340.43
MS,26.130000000000003,0.16,0.4,0.0,0.71,15.06,5021.0,235.0,10085.0,0.0,19.36,86.0,25.58,1114.0,4.58,12.72,1.145,36600,5.0,0.0,15.9,0.0,0.0,15.34,76.69,373.7936987759446,6027.61,531.7,40.9,18827,580.6435729499468
MO,3.25,0.51,1.44,100.0,0.66,3.48,13223.0,10858.0,7762.0,13060.0,14.43,331.0,5.44,519.0,0.39,0.69,0.15,26800,0.0,0.0,10.3,0.96,0.0,0.0,19.87,119.21,2221.85,437.09,76.16,30601,271.52
LA,26.130000000000003,0.67,1.24,0.0,1.65,17.48,3891.0,15156.0,6203.0,5415.0,10.92,147.0,12.24,756.0,5.95,12.03,0.53,36800,0.0,0.0,10.5,0.0,0.0,5.93,47.43,527.66,4310.19,332.01,0.0,16609,788.52
OH,3.2,0.72,0.47,0.0,2.0700000000000003,5.12,8284.0,12930.0,13034.0,3161.0,17.82,84.0,0.0,129.0,0.0,6.96,0.17,35900,0.0,0.0,9.6,0.14,0.0,0.0,110.94625,145.34,3505.17,196.63,8.55,10453,393.26
TX,22.12,0.56,1.16,0.0,1.43,12.11,5690.0,10716.0,5264.0,7088.0,22.07,334.0,34.43,1385.0,7.5600000000000005,11.67,0.73,35300,7.0,0.0,28.2,0.0,0.0,11.99,83.96,1127.55875,6896.69,559.73,55.97,24699,1783.14
NJ,0.42,1.0,3.1,100.0,0.71,1.6,26301.125,27285.875,13815.0,20230.25,18.96,1837.0,7.46,224.0,1.34,0.42,0.3,71500,0.0,0.0,3.5,3.69,0.0,0.0,27.52,22.01,1552.01,126.58,0.0,17084,77.05
TX,20.83,1.13,4.98,100.0,1.34,2.48,14642.0,17155.0,28987.0,10362.0,13.27,877.0,5.59,896.0,0.22,2.61,0.27,44100,0.0,0.0,22.4,0.78,0.0,0.0,25.31,157.48,3093.28,455.56,25.31,30544,275.58
WI,0.67,0.56,1.0,0.0,0.81,3.28,6933.0,7004.0,8490.0,9616.0,18.31,168.0,8.33,113.0,1.77,1.28,0.09,27800,0.0,0.0,7.3,0.24,0.0,0.0,22.79,51.29,3766.81,153.86,34.19,15333,74.08
